Date,Organization,Latitude (bottom),Longitude (bottom),Latitude (top),Longitude (top),Elevation bottom (ft),Elevation top (ft),Stream,Location,Origin,Method,OrganismType,Species,Common Name,Count,Size Range (cm),Notes (during / post capture),~ Biomass (lbs),HSIBI Score,
5/18/2017,Punahou School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,209,2 to 3,Removed from study site,NA,NA,
5/18/2017,Punahou School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,98,1 to 2,Removed from study site,NA,NA,
5/18/2017,Punahou School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,2,14 and 16.5,Returned live to capture location,NA,NA,
5/18/2017,Punahou School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,4,3 to 5,Removed from study site,NA,NA,
5/18/2017,Punahou School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Non-native,paepae,Invertebrate,Melanoides tuberculata,Malaysian Trumpet Snail,5,1 to 2,Removed from study site,NA,NA,
5/18/2017,Punahou School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Non-native,paepae,Invertebrate,Macrobrachium lar,Tahitian Prawn,4,6 to 15,Removed from study site,NA,NA,
5/18/2017,Punahou School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Non-native,paepae,Vertebrate,Xiphophorus helleri,Green Swordtail,2,4 and 5,Removed from study site,NA,NA,
5/18/2017,Punahou School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,NA,paepae,TOTAL NATIVES,2,TOTAL NON-NATIVES,326,NA,SUMMARY,1.70,34.50,
6/6/2017,Washington Middle School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,4,2 to 5,Removed from study site,NA,NA,
6/6/2017,Washington Middle School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,260,2 to 3,Removed from study site,NA,NA,
6/6/2017,Washington Middle School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,28,1 to 2,Removed from study site,NA,NA,
6/6/2017,Washington Middle School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,1,16.5,Returned live to capture location,NA,NA,
6/6/2017,Washington Middle School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,3,3 to 5,Removed from study site,NA,NA,
6/6/2017,Washington Middle School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Non-native,paepae,Invertebrate,Melanoides tuberculata,Malaysian Trumpet Snail,1,1 to 2,Removed from study site,NA,NA,
6/6/2017,Washington Middle School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Non-native,paepae,Invertebrate,Corbicula fluminea,Asiatic Clam,1,1,Removed from study site,NA,NA,
6/6/2017,Washington Middle School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Non-native,paepae,Invertebrate,Macrobrachium lar,Tahitian Prawn,6,6 to 15,Removed from study site,NA,NA,
6/6/2017,Washington Middle School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Non-native,paepae,Vertebrate,Xiphophorus helleri,Green Swordtail,4,4 and 5,Removed from study site,NA,NA,
6/6/2017,Washington Middle School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,NA,paepae,TOTAL NATIVES,1,TOTAL NON-NATIVES,307,NA,SUMMARY,0.90,34.50,
6/8/2017,University of Hawaii at Manoa -STEMS2,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Kuhlia xenura,Aholehole / Hawaiian Flagtail,7,3 to 7,Returned live to capture location,NA,NA,
6/8/2017,University of Hawaii at Manoa -STEMS2,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Eleotris sandwicensis,Oopu Akupa,9,4 to 10,Returned live to capture location,NA,NA,
6/8/2017,University of Hawaii at Manoa -STEMS2,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Stenogobius hawaiiensis,Oopu Naniha,3,3 to 6,Returned live to capture location,NA,NA,
6/8/2017,University of Hawaii at Manoa -STEMS2,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,56,15 to 26,Removed from study site,NA,NA,
6/8/2017,University of Hawaii at Manoa -STEMS2,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Sarotherodon melanotheron,Black Chin Tilapia,6,4 to 9,Removed from study site,NA,NA,
6/8/2017,University of Hawaii at Manoa -STEMS2,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Amphilophus labiatus,Red Devil Cichlid,2,10,Removed from study site,NA,NA,
6/8/2017,University of Hawaii at Manoa -STEMS2,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Oreochromis mossambicus,Mozambique Tilapia,1,10,Removed from study site,NA,NA,
6/8/2017,University of Hawaii at Manoa -STEMS2,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,1,10,Removed from study site,NA,NA,
6/8/2017,University of Hawaii at Manoa -STEMS2,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,NA,paepae,TOTAL NATIVES,19,TOTAL NON-NATIVES,66,NA,SUMMARY,22.00,34.50,
6/19/2017,University Laboratory School,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,78,NA,Removed from study site,NA,NA,
6/19/2017,University Laboratory School,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,45,NA,Removed from study site,NA,NA,
6/19/2017,University Laboratory School,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),Non-native,paepae,Vertebrate,Xiphophorus helleri,Green Swordtail,4,NA,Removed from study site,NA,NA,
6/19/2017,University Laboratory School,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,115,NA,Removed from study site,NA,NA,
6/19/2017,University Laboratory School,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,4,NA,Removed from study site,NA,NA,
6/19/2017,University Laboratory School,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,246,NA,SUMMARY,0.60,27.30,
6/20/2017,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,3,3 to 6,Returned live to capture location,NA,NA,
6/20/2017,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Invertebrate,Corbicula fluminea,Asiatic Clam,6,0.5 to 1,Removed from study site,NA,NA,
6/20/2017,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Invertebrate,Melanoides tuberculata,Malaysian Trumpet Snail,14,0.5 to 2,Removed from study site,NA,NA,
6/20/2017,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,117,0.5 to 2,Removed from study site,NA,NA,
6/20/2017,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,8,1 to 5,Removed from study site,NA,NA,
6/20/2017,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,20,1 to 4,Removed from study site,NA,NA,
6/20/2017,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,107,1 to 4,Removed from study site,NA,NA,
6/20/2017,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Invertebrate,Macrobrachium lar,Tahitian Prawn,3,5 to 9,Removed from study site,NA,NA,
6/20/2017,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,NA,paepae,TOTAL NATIVES,3,TOTAL NON-NATIVES,275,NA,SUMMARY,0.50,30.90,
6/20/2017,Halau Ku Mana,21.31774,-157.82713,21.31819,-157.82698,380,410,Makiki,Kanealole,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,1,3,Returned live to capture location,NA,NA,
6/20/2017,Halau Ku Mana,21.31774,-157.82713,21.31819,-157.82698,380,410,Makiki,Kanealole,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,355,0.5 to 2,Removed from study site,NA,NA,
6/20/2017,Halau Ku Mana,21.31774,-157.82713,21.31819,-157.82698,380,410,Makiki,Kanealole,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,1,2,Removed from study site,NA,NA,
6/20/2017,Halau Ku Mana,21.31774,-157.82713,21.31819,-157.82698,380,410,Makiki,Kanealole,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,17,1 to 4,Removed from study site,NA,NA,
6/20/2017,Halau Ku Mana,21.31774,-157.82713,21.31819,-157.82698,380,410,Makiki,Kanealole,Non-native,paepae,Invertebrate,Macrobrachium lar,Tahitian Prawn,5,4 to 14,Removed from study site,NA,NA,
6/20/2017,Halau Ku Mana,21.31774,-157.82713,21.31819,-157.82698,380,410,Makiki,Kanealole,NA,paepae,TOTAL NATIVES,1,TOTAL NON-NATIVES,378,NA,SUMMARY,0.70,30.90,
6/23/2017,Iolani School - Ka'i Program,21.29673,-157.81367,21.29845,-157.81390,94,100,Manoa,KanewaiLoi,Non-native,paepae,Vertebrate,Micropterus dolomieu,Smallmouth Bass,2,28,Removed from study site,NA,NA,
6/23/2017,Iolani School - Ka'i Program,21.29673,-157.81367,21.29845,-157.81390,94,100,Manoa,KanewaiLoi,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,23,8 to 16,Removed from study site,NA,NA,
6/23/2017,Iolani School - Ka'i Program,21.29673,-157.81367,21.29845,-157.81390,94,100,Manoa,KanewaiLoi,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,11,3 to 6,Removed from study site,NA,NA,
6/23/2017,Iolani School - Ka'i Program,21.29673,-157.81367,21.29845,-157.81390,94,100,Manoa,KanewaiLoi,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,2,3 to 5,Removed from study site,NA,NA,
6/23/2017,Iolani School - Ka'i Program,21.29673,-157.81367,21.29845,-157.81390,94,100,Manoa,KanewaiLoi,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,6,2 to 4,Removed from study site,NA,NA,
6/23/2017,Iolani School - Ka'i Program,21.29673,-157.81367,21.29845,-157.81390,94,100,Manoa,KanewaiLoi,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,44,NA,SUMMARY,2.20,27.30,
6/26/2017,University Laboratory School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Micropterus dolomieu,Smallmouth Bass,1,4,Removed from study site,NA,NA,
6/26/2017,University Laboratory School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,3,3 to 4,Removed from study site,NA,NA,
6/26/2017,University Laboratory School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,33,2 to 12,Removed from study site,NA,NA,
6/26/2017,University Laboratory School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,62,3 to 24,Removed from study site,NA,NA,
6/26/2017,University Laboratory School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Xiphophorus helleri,Green Swordtail,1,4,Removed from study site,NA,NA,
6/26/2017,University Laboratory School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,48,2 to 6,Removed from study site,NA,NA,
6/26/2017,University Laboratory School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,148,NA,SUMMARY,4.50,27.30,
6/28/2017,Iolani School - Ka'i Program,21.32826,-157.80093,21.32902,-157.80066,323,340,Manoa,Waihi (USGS Gage),Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,718,2 to 4,Removed from study site,NA,NA,
6/28/2017,Iolani School - Ka'i Program,21.32826,-157.80093,21.32902,-157.80066,323,340,Manoa,Waihi (USGS Gage),Non-native,paepae,Vertebrate,Xiphophorus helleri,Green Swordtail,5,3 to 5,Removed from study site,NA,NA,
6/28/2017,Iolani School - Ka'i Program,21.32826,-157.80093,21.32902,-157.80066,323,340,Manoa,Waihi (USGS Gage),Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,20,3 to 7,Removed from study site,NA,NA,
6/28/2017,Iolani School - Ka'i Program,21.32826,-157.80093,21.32902,-157.80066,323,340,Manoa,Waihi (USGS Gage),Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,2,2,Removed from study site,NA,NA,
6/28/2017,Iolani School - Ka'i Program,21.32826,-157.80093,21.32902,-157.80066,323,340,Manoa,Waihi (USGS Gage),Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,195,2 to 4,Removed from study site,NA,NA,
6/28/2017,Iolani School - Ka'i Program,21.32826,-157.80093,21.32902,-157.80066,323,340,Manoa,Waihi (USGS Gage),NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,940,NA,SUMMARY,1.40,27.30,
6/29/2017,Iolani School - Ka'i Program,21.30460,-157.79045,21.30500,-157.78978,309,333,Palolo,Anuenue School,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,3,"5, 8, 11",Returned live to capture location,NA,NA,
6/29/2017,Iolani School - Ka'i Program,21.30460,-157.79045,21.30500,-157.78978,309,333,Palolo,Anuenue School,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,10,2 to 4,Removed from study site,NA,NA,
6/29/2017,Iolani School - Ka'i Program,21.30460,-157.79045,21.30500,-157.78978,309,333,Palolo,Anuenue School,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,59,2 to 3,Removed from study site,NA,NA,
6/29/2017,Iolani School - Ka'i Program,21.30460,-157.79045,21.30500,-157.78978,309,333,Palolo,Anuenue School,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,17,3 to 5,Removed from study site,NA,NA,
6/29/2017,Iolani School - Ka'i Program,21.30460,-157.79045,21.30500,-157.78978,309,333,Palolo,Anuenue School,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,7,4 to 7,Removed from study site,NA,NA,
6/29/2017,Iolani School - Ka'i Program,21.30460,-157.79045,21.30500,-157.78978,309,333,Palolo,Anuenue School,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,3,2,Removed from study site,NA,NA,
6/29/2017,Iolani School - Ka'i Program,21.30460,-157.79045,21.30500,-157.78978,309,333,Palolo,Anuenue School,NA,paepae,TOTAL NATIVES,3,TOTAL NON-NATIVES,96,NA,SUMMARY,2.10,38.20,
7/6/2017,Kamehameha Schools,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,3,4 to 6,Removed from study site,NA,NA,
7/6/2017,Kamehameha Schools,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,23,14 to 30,Removed from study site,NA,NA,
7/6/2017,Kamehameha Schools,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,1,8.00,Removed from study site,NA,NA,
7/6/2017,Kamehameha Schools,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Micropterus dolomieu,Smallmouth Bass,2,7 to 18,Removed from study site,NA,NA,
7/6/2017,Kamehameha Schools,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,29,NA,SUMMARY,3.70,27.30,
8/2/2017,Anuenue School,21.29582,-157.79684,21.29616,-157.79646,171,179,Palolo,Jarrett Middle School,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,449,2 to 8,Removed from study site,NA,NA,
8/2/2017,Anuenue School,21.29582,-157.79684,21.29616,-157.79646,171,179,Palolo,Jarrett Middle School,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,5,2 to 3,Removed from study site,NA,NA,
8/2/2017,Anuenue School,21.29582,-157.79684,21.29616,-157.79646,171,179,Palolo,Jarrett Middle School,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,15,2 to 4,Removed from study site,NA,NA,
8/2/2017,Anuenue School,21.29582,-157.79684,21.29616,-157.79646,171,179,Palolo,Jarrett Middle School,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,1,3,Removed from study site,NA,NA,
8/2/2017,Anuenue School,21.29582,-157.79684,21.29616,-157.79646,171,179,Palolo,Jarrett Middle School,Non-native,paepae,Vertebrate,Bufo marinus,Cane Toad (tadpoles),NA,2,"58 tadpoles, Removed from study site",NA,NA,
8/2/2017,Anuenue School,21.29582,-157.79684,21.29616,-157.79646,171,179,Palolo,Jarrett Middle School,Non-native,paepae,Vertebrate,Pelodiscus sinensis,Softshell Turtle,NA,6,"1 turtle, Removed from study site",NA,NA,
8/2/2017,Anuenue School,21.29582,-157.79684,21.29616,-157.79646,171,179,Palolo,Jarrett Middle School,Non-native,paepae,Invertebrate,unknown,Lymnaeid Snail,1,0.5,Removed from study site,NA,NA,
8/2/2017,Anuenue School,21.29582,-157.79684,21.29616,-157.79646,171,179,Palolo,Jarrett Middle School,Non-native,paepae,Invertebrate,Melanoides tuberculata,Malaysian Trumpet Snail,1,1,Removed from study site,NA,NA,
8/2/2017,Anuenue School,21.29582,-157.79684,21.29616,-157.79646,171,179,Palolo,Jarrett Middle School,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,1,2,Removed from study site,NA,NA,
8/2/2017,Anuenue School,21.29582,-157.79684,21.29616,-157.79646,171,179,Palolo,Jarrett Middle School,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,473,NA,SUMMARY,2.10,27.30,
9/12/2017,Pacific Buddhist Academy,21.32632,-157.80057,21.32674,-157.80075,298,308,Manoa,Waakaua,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,2,4 and 11 (diseased),Returned live to capture location,NA,NA,
9/12/2017,Pacific Buddhist Academy,21.32632,-157.80057,21.32674,-157.80075,298,308,Manoa,Waakaua,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,2,3 to 4,Removed from study site,NA,NA,
9/12/2017,Pacific Buddhist Academy,21.32632,-157.80057,21.32674,-157.80075,298,308,Manoa,Waakaua,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,389,2 to 4,Removed from study site,NA,NA,
9/12/2017,Pacific Buddhist Academy,21.32632,-157.80057,21.32674,-157.80075,298,308,Manoa,Waakaua,Non-native,paepae,Vertebrate,Xiphophorus helleri,Green Swordtail,31,2 to 5,Removed from study site,NA,NA,
9/12/2017,Pacific Buddhist Academy,21.32632,-157.80057,21.32674,-157.80075,298,308,Manoa,Waakaua,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,210,3 to 10,Removed from study site,NA,NA,
9/12/2017,Pacific Buddhist Academy,21.32632,-157.80057,21.32674,-157.80075,298,308,Manoa,Waakaua,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,4,2 to 6,Removed from study site,NA,NA,
9/12/2017,Pacific Buddhist Academy,21.32632,-157.80057,21.32674,-157.80075,298,308,Manoa,Waakaua,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,32,2,Removed from study site,NA,NA,
9/12/2017,Pacific Buddhist Academy,21.32632,-157.80057,21.32674,-157.80075,298,308,Manoa,Waakaua,NA,paepae,TOTAL NATIVES,2,TOTAL NON-NATIVES,668,NA,SUMMARY,1.90,38.20,
9/20/2017,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,127,12 to 25,Removed from study site,NA,NA,
9/20/2017,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Sarotherodon melanotheron,Black Chin Tilapia,12,2 to 14,Removed from study site,NA,NA,
9/20/2017,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Oreochromis mossambicus,Mozambique Tilapia,2,22 to 30,Removed from study site,NA,NA,
9/20/2017,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,13,2 to 6,Removed from study site,NA,NA,
9/20/2017,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Micropterus dolomieu,Smallmouth Bass,1,6,Removed from study site,NA,NA,
9/20/2017,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,1,5,Removed from study site,NA,NA,
9/20/2017,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Eleotris sandwicensis,Oopu Akupa,17,5 to 13,Returned live to capture location,NA,NA,
9/20/2017,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Stenogobius hawaiiensis,Oopu Naniha,11,4 to 9,Returned live to capture location,NA,NA,
9/20/2017,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Kuhlia xenura,Aholehole / Hawaiian Flagtail,23,5 to 12,Returned live to capture location,NA,NA,
9/20/2017,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,NA,paepae,TOTAL NATIVES,51,TOTAL NON-NATIVES,156,NA,SUMMARY,48.00,34.60,
9/22/2017,Mililani High School,21.29145,-157.81451,21.29074,-157.81470,39,43,Manoa-Palolo,Manoa-Palolo Confluence,Native,paepae,Vertebrate,Stenogobius hawaiiensis,Oopu Naniha,14,5 to 8,Returned live to capture location,NA,NA,
9/22/2017,Mililani High School,21.29145,-157.81451,21.29074,-157.81470,39,43,Manoa-Palolo,Manoa-Palolo Confluence,Native,paepae,Vertebrate,Eleotris sandwicensis,Oopu Akupa,5,7 to 11,Returned live to capture location,NA,NA,
9/22/2017,Mililani High School,21.29145,-157.81451,21.29074,-157.81470,39,43,Manoa-Palolo,Manoa-Palolo Confluence,Native,paepae,Invertebrate,Macrobrachium grandimanus,Opae Oehaa,5,3 to 5,Returned live to capture location,NA,NA,
9/22/2017,Mililani High School,21.29145,-157.81451,21.29074,-157.81470,39,43,Manoa-Palolo,Manoa-Palolo Confluence,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,101,2 to 6,Removed from study site,NA,NA,
9/22/2017,Mililani High School,21.29145,-157.81451,21.29074,-157.81470,39,43,Manoa-Palolo,Manoa-Palolo Confluence,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,12,2 to 3,Removed from study site,NA,NA,
9/22/2017,Mililani High School,21.29145,-157.81451,21.29074,-157.81470,39,43,Manoa-Palolo,Manoa-Palolo Confluence,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,7,5 to 6,Removed from study site,NA,NA,
9/22/2017,Mililani High School,21.29145,-157.81451,21.29074,-157.81470,39,43,Manoa-Palolo,Manoa-Palolo Confluence,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,37,11 to 24,Removed from study site,NA,NA,
9/22/2017,Mililani High School,21.29145,-157.81451,21.29074,-157.81470,39,43,Manoa-Palolo,Manoa-Palolo Confluence,Non-native,paepae,Vertebrate,Micropterus dolomieu,Smallmouth Bass,2,5 to 6,Removed from study site,NA,NA,
9/22/2017,Mililani High School,21.29145,-157.81451,21.29074,-157.81470,39,43,Manoa-Palolo,Manoa-Palolo Confluence,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,7,4 to 7,Removed from study site,NA,NA,
9/22/2017,Mililani High School,21.29145,-157.81451,21.29074,-157.81470,39,43,Manoa-Palolo,Manoa-Palolo Confluence,Non-native,paepae,Vertebrate,Sarotherodon melanotheron,Black Chin Tilapia,39,4 to 12,Removed from study site,NA,NA,
